genus,species,num_orders,num_fam,num_spp
Coccobius,indefinitus,1,1,4
Coccobius,ineditus,1,1,2
Coccobius,intermedius,1,1,3
Coccobius,jinshanensis,1,1,1
Coccobius,juliae,0,0,0
Coccobius,kato,1,1,1
Coccobius,kurbani,1,1,1
Coccobius,languidus,0,0,0
Coccobius,leptocerus,1,1,1
Coccobius,longialatus,0,0,0
Coccobius,longifuniculatus,0,0,0
Coccobius,lucaris,0,0,0
Coccobius,luteolus,1,1,1
Coccobius,maculatus,0,0,0
Coccobius,mesasiaticus,1,1,2
Coccobius,mirus,0,0,0
Coccobius,miyatakei,1,1,1
Coccobius,multicolor,0,0,0
Coccobius,nigriceps,0,0,0
Coccobius,nigriclavus,1,1,3
Coccobius,noaeae,1,1,1
Coccobius,notialis,0,0,0
Coccobius,nunu,1,1,1
Coccobius,octavia,0,0,0
Coccobius,odonaspidis,1,1,1
Coccobius,omari,1,1,1
Coccobius,paolii,1,1,1
Coccobius,phoebus,1,1,1
Coccobius,pistacicolus,1,1,2
Coccobius,popei,0,0,0
Coccobius,pullus,1,1,2
Coccobius,reticulatus,1,3,3
Coccobius,seminotus,2,4,5
Coccobius,stanfordi,1,1,1
Coccobius,subflavus,1,1,2
Coccobius,subterraneus,1,1,1
Coccobius,sumbarensis,1,1,1
Coccobius,superbus,0,0,0
Coccobius,sybariticus,1,1,1
Coccobius,townsendi,0,0,0
Coccobius,udakamundus,0,0,0
Coccobius,uvae,1,1,2
Coccobius,varicornis,1,2,22
Coccobius,viggianii,1,1,1
Coccobius,virgilii,0,0,0
Coccobius,wuyiensis,0,0,0
Coccobius,zalama,0,0,0
Coccophagoides,abnormicornis,1,1,1
Coccophagoides,aurithorax,0,0,0
Coccophagoides,kuwanae,1,1,3
Coccophagoides,orientalis,1,1,1
Coccophagoides,regulus,0,0,0
Coccophagoides,rex,0,0,0
Coccophagoides,singularis,0,0,0
Coccophagoides,utilis,2,2,2
Coccophagus,ablusus,1,1,1
Coccophagus,acanthosceles,1,1,2
Coccophagus,adumbratus,1,1,2
Coccophagus,adustus,1,1,9
Coccophagus,aethiopis,0,0,0
Coccophagus,aethochreus,1,1,2
Coccophagus,afrangiatus,0,0,0
Coccophagus,africanus,0,0,0
Coccophagus,albiapicella,0,0,0
Coccophagus,albicoxa,2,2,5
Coccophagus,albifuniculatus,0,0,0
Coccophagus,amblydon,1,1,1
Coccophagus,amoenus,0,0,0
Coccophagus,anchoroides,0,0,0
Coccophagus,angolensis,1,1,1
Coccophagus,anthracinus,1,1,6
Coccophagus,apricus,1,1,1
Coccophagus,argenteus,0,0,0
Coccophagus,argentifascia,0,0,0
Coccophagus,argentiscutellum,0,0,0
Coccophagus,argocoxa,1,1,1
Coccophagus,assamensis,0,0,0
Coccophagus,asterolecanii,1,1,1
Coccophagus,atratus,2,3,12
Coccophagus,aurantifrons,0,0,0
Coccophagus,aureonotus,0,0,0
Coccophagus,auricaput,0,0,0
Coccophagus,avetianae,1,1,3
Coccophagus,baldassarii,1,1,3
Coccophagus,bartletti,1,1,4
Coccophagus,basalis,1,1,6
Coccophagus,berzeliae,1,1,2
Coccophagus,biguttatus,0,0,0
Coccophagus,bimaculatus,1,1,2
Coccophagus,bivittatus,1,4,14
Coccophagus,bogoriensis,1,2,7
Coccophagus,brachypterus,0,0,0
Coccophagus,brasiliensis,1,1,1
Coccophagus,brethesi,1,1,2
Coccophagus,brevisetus,1,1,1
Coccophagus,brunneus,0,0,0
Coccophagus,burksi,0,0,0
Coccophagus,candidus,0,0,0
Coccophagus,caophongi,1,1,1
Coccophagus,capensis,1,1,4
Coccophagus,caridei,2,5,42
Coccophagus,catherinae,1,1,1
Coccophagus,caudatus,0,0,0
Coccophagus,ceroplastae,2,9,60
Coccophagus,chaetosus,1,1,1
Coccophagus,chengtuensis,1,1,3
Coccophagus,chilensis,0,0,0
Coccophagus,chloropulvinariae,1,1,1
Coccophagus,cinguliventris,1,1,2
Coccophagus,clavatus,1,1,1
Coccophagus,clavellatus,0,0,0
Coccophagus,coccidarum,1,1,1
Coccophagus,comperei,1,1,1
Coccophagus,concinnus,0,0,0
Coccophagus,conditus,1,1,1
Coccophagus,cooperatus,1,1,5
Coccophagus,copernicus,0,0,0
Coccophagus,coracinus,1,1,1
Coccophagus,cowperi,2,5,22
Coccophagus,crenatus,1,1,1
Coccophagus,croconotus,1,1,1
Coccophagus,crucigerus,0,0,0
Coccophagus,cryptus,1,1,1
Coccophagus,cubaensis,1,1,3
Coccophagus,debachi,0,0,0
Coccophagus,desantisi,0,0,0
Coccophagus,desertus,1,1,1
Coccophagus,diabolicus,0,0,0
Coccophagus,diachraceus,1,1,3
Coccophagus,differens,1,1,4
Coccophagus,dilatatus,0,0,0
Coccophagus,diminutus,1,1,1
Coccophagus,dius,0,0,0
Coccophagus,divisus,0,0,0
Coccophagus,eleaphilus,1,4,10
Coccophagus,emersoni,0,0,0
Coccophagus,equifuniculatus,0,0,0
Coccophagus,eusaissetiae,1,1,3
Coccophagus,euxanthodes,1,1,2
Coccophagus,excelsus,1,2,2
Coccophagus,exiguiventris,1,1,1
Coccophagus,fallax,1,3,9
Coccophagus,fasciatus,1,1,3
Coccophagus,femoralis,0,0,0
Coccophagus,flavescens,1,1,1
Coccophagus,flaviceps,1,1,1
Coccophagus,flavicorpus,1,1,1
Coccophagus,flavidus,1,1,1
Coccophagus,flavifrons,1,3,6
Coccophagus,flavoscutellum,1,1,1
Coccophagus,fletcheri,1,1,1
Coccophagus,formicariae,1,1,1
Coccophagus,fraternus,1,1,6
Coccophagus,fumadus,0,0,0
Coccophagus,funeralis,0,0,0
Coccophagus,gahani,1,1,9
Coccophagus,ghesquierei,1,1,1
Coccophagus,gigas,1,1,1
Coccophagus,gilvus,1,1,1
Coccophagus,gondolae,0,0,0
Coccophagus,gonzalezi,0,0,0
Coccophagus,gossypariae,1,1,2
Coccophagus,graminis,1,1,2
Coccophagus,gregarius,1,2,2
Coccophagus,grenadensis,0,0,0
Coccophagus,gurneyi,2,3,18
Coccophagus,hanoiensis,1,1,2
Coccophagus,hawaiiensis,1,3,32
Coccophagus,hemera,1,1,2
Coccophagus,hibisci,0,0,0
Coccophagus,hispaniolae,1,1,1
Coccophagus,immaculatus,1,3,13
Coccophagus,impensus,1,1,1
Coccophagus,indefinitus,1,1,1
Coccophagus,indochraceus,1,1,1
Coccophagus,inkermani,0,0,0
Coccophagus,insidiator,1,3,19
Coccophagus,insignis,0,0,0
Coccophagus,ishiii,1,1,14
Coccophagus,isipingoensis,1,2,5
Coccophagus,japonicus,1,2,13
Coccophagus,jasnoshae,1,1,1
Coccophagus,javensis,1,1,1
Coccophagus,kabulensis,1,1,1
Coccophagus,kvavadze,1,1,1
Coccophagus,lepidus,1,1,1
Coccophagus,leptospermi,0,0,0
Coccophagus,lii,0,0,0
Coccophagus,longiclavatus,1,2,4
Coccophagus,longicornis,1,1,2
Coccophagus,longifasciatus,1,1,10
Coccophagus,longipedicellus,1,1,1
Coccophagus,lucani,0,0,0
Coccophagus,lucidus,1,1,1
Coccophagus,luciensis,1,1,1
Coccophagus,lunai,0,0,0
Coccophagus,lutescens,1,1,3
Coccophagus,lycimnia,2,13,149
Coccophagus,maculipennis,1,1,2
Coccophagus,malthusi,1,1,3
Coccophagus,mangiferae,1,1,2
Coccophagus,margaritatus,1,2,2
Coccophagus,mariformis,1,1,1
Coccophagus,matsuyamensis,1,1,1
Coccophagus,mazatlan,1,1,1
Coccophagus,meghaianus,0,0,0
Coccophagus,merceti,1,1,1
Coccophagus,mexicanus,1,1,1
Coccophagus,mexicensis,1,1,2
Coccophagus,minor,1,1,1
Coccophagus,mixtus,0,0,0
Coccophagus,modestus,1,1,1
Coccophagus,multisetae,0,0,0
Coccophagus,narendrani,0,0,0
Coccophagus,neocomperei,1,1,1
Coccophagus,neserorum,1,1,1
Coccophagus,nesiotes,0,0,0
Coccophagus,nigrans,1,1,1
Coccophagus,nigricorpus,1,1,3
Coccophagus,nigricoxae,1,1,1
Coccophagus,nigritus,1,1,7
Coccophagus,nigropleurum,1,1,1
Coccophagus,nipponicus,1,1,3
Coccophagus,nubeculus,0,0,0
Coccophagus,nubes,1,1,6
Coccophagus,nympha,0,0,0
Coccophagus,obscurus,1,2,3
Coccophagus,ochraceus,1,1,13
Coccophagus,oculatipennis,1,1,1
Coccophagus,ophicus,0,0,0
Coccophagus,palaeolecanii,2,2,8
Coccophagus,pallidiceps,1,1,4
Coccophagus,pallidis,1,1,3
Coccophagus,parlobatae,1,1,1
Coccophagus,pellucidus,0,0,0
Coccophagus,perflavus,1,2,3
Coccophagus,perhispidus,1,1,1
Coccophagus,pernigritus,1,1,2
Coccophagus,philippiae,2,5,10
Coccophagus,physokermis,1,1,1
Coccophagus,piceae,1,1,3
Coccophagus,pisinnus,1,1,1
Coccophagus,planus,1,1,1
Coccophagus,poei,0,0,0
Coccophagus,princeps,1,1,1
Coccophagus,prinslooi,1,1,1
Coccophagus,probus,1,1,2
Coccophagus,propodealis,0,0,0
Coccophagus,provisus,1,1,1
Coccophagus,proximus,1,1,1
Coccophagus,pseudococci,2,4,17
Coccophagus,pseudopulvinariae,1,1,1
Coccophagus,pulchellus,1,2,8
Coccophagus,pulcher,0,0,0
Coccophagus,pulcini,0,0,0
Coccophagus,pulvinariae,1,2,30
Coccophagus,pumilus,1,1,3
Coccophagus,purpureus,0,0,0
Coccophagus,qenai,1,1,1
Coccophagus,quaestor,1,1,9
Coccophagus,redini,1,1,1
Coccophagus,restionis,1,1,1
Coccophagus,rjabovi,1,1,2
Coccophagus,robustus,1,1,1
Coccophagus,rosae,1,1,1
Coccophagus,ruizi,1,1,1
Coccophagus,rusti,1,1,11
Coccophagus,saintebeauvei,1,1,1
Coccophagus,saissetiae,1,1,4
Coccophagus,saltator,1,1,2
Coccophagus,samarae,0,0,0
Coccophagus,scutatus,1,2,3
Coccophagus,scutellaris,3,6,57
Coccophagus,secamonei,0,0,0
Coccophagus,semiatratus,1,1,2
Coccophagus,semicircularis,1,1,9
Coccophagus,sexvittatus,1,1,1
Coccophagus,shafeei,1,1,1
Coccophagus,shakespearella,1,1,1
Coccophagus,shillongensis,0,0,0
Coccophagus,sibiricus,1,1,1
Coccophagus,signatus,1,1,2
Coccophagus,signus,0,0,0
Coccophagus,silvestrii,1,2,12
Coccophagus,sostenesi,1,1,1
Coccophagus,spartanus,1,1,1
Coccophagus,specialis,1,1,1
Coccophagus,speciosus,1,2,3
Coccophagus,spectabilis,1,1,2
Coccophagus,spireae,0,0,0
Coccophagus,srilankensis,1,1,1
Coccophagus,subflavescens,0,0,0
Coccophagus,subochraceus,1,1,1
Coccophagus,subsignus,0,0,0
Coccophagus,sudhiri,0,0,0
Coccophagus,tamaulipecus,1,1,1
Coccophagus,tarongaensis,1,1,1
Coccophagus,teeceeni,0,0,0
Coccophagus,terani,1,1,5
Coccophagus,tetrastichoides,1,1,1
Coccophagus,thanhoaensis,1,1,1
Coccophagus,tibialis,1,1,5
Coccophagus,timberlakei,1,1,1
Coccophagus,tobiasi,0,0,0
Coccophagus,triangulatinotus,0,0,0
Coccophagus,triguttatus,0,0,0
Coccophagus,tropicanus,0,0,0
Coccophagus,tschirchii,2,3,8
Coccophagus,ussuriensis,1,1,1
Coccophagus,varius,1,1,2
Coccophagus,vegai,0,0,0
Coccophagus,viator,1,2,2
Coccophagus,vietnamicus,1,1,1
Coccophagus,yoshidae,1,1,14
Coccophagus,youngi,1,1,6
Coccophagus,zebratus,1,1,1
Coccophagus,zeyai,0,0,0
Coccophagus,zinniae,0,0,0
Diaspiniphagus,decorus,0,0,0
Diaspiniphagus,fasciativentris,1,1,8
Diaspiniphagus,forbesi,1,1,2
Diaspiniphagus,fuscipennis,1,1,2
Diaspiniphagus,inlacertus,0,0,0
Diaspiniphagus,maculatus,1,1,1
Diaspiniphagus,moeris,2,4,31
Diaspiniphagus,murtfeldtii,1,1,4
Diaspiniphagus,pulchellus,0,0,0
Dirphys,aphania,1,1,1
Dirphys,diablejo,0,0,0
Dirphys,encantadora,1,1,1
Dirphys,larensis,1,1,1
Dirphys,mendesi,1,1,1
Dirphys,mexicana,1,1,2
Encarsia,abatei,1,1,1
Encarsia,abundantia,1,1,4
Encarsia,acaudaleyrodis,1,1,4
Encarsia,accenta,1,1,2
Encarsia,adela,0,0,0
Encarsia,adusta,1,1,4
Encarsia,aethes,0,0,0
Encarsia,aethiopica,0,0,0
Encarsia,aferi,1,1,1
Encarsia,affectata,1,1,1
Encarsia,africana,1,1,1
Encarsia,albata,0,0,0
Encarsia,albiscutellum,1,1,2
Encarsia,alboscutellaris,0,0,0
Encarsia,aldrichi,1,1,2
Encarsia,alemansoori,1,1,1
Encarsia,aleurochitonis,1,1,4
Encarsia,aleurodici,1,1,4
Encarsia,aleuroilicis,2,7,8
Encarsia,aleuroplati,1,1,1
Encarsia,aleurothrixi,1,1,3
Encarsia,aleurotubae,1,1,1
Encarsia,altacima,1,1,1
Encarsia,altamira,1,1,1
Encarsia,alvaradoi,1,1,1
Encarsia,amabilis,0,0,0
Encarsia,ameca,1,1,1
Encarsia,americana,1,1,3
Encarsia,amicula,1,1,6
Encarsia,ancistrocera,1,1,2
Encarsia,ancora,1,1,1
Encarsia,andamanica,0,0,0
Encarsia,andrewi,1,1,2
Encarsia,antennata,0,0,0
Encarsia,antiopa,0,0,0
Encarsia,aonidiae,1,1,2
Encarsia,arabica,1,1,2
Encarsia,armata,1,1,1
Encarsia,armillata,1,1,1
Encarsia,aseta,1,1,4
Encarsia,asfar,0,0,0
Encarsia,ashmeadi,0,0,0
Encarsia,aspidioticola,2,3,6
Encarsia,assamensis,0,0,0
Encarsia,asterobemisiae,1,1,5
Encarsia,atlantica,1,1,1
Encarsia,aurantii,2,5,64
Encarsia,aureola,0,0,0
Encarsia,aurithorax,0,0,0
Encarsia,axacaliae,1,1,1
Encarsia,azimi,3,3,14
Encarsia,azteca,1,1,1
Encarsia,bangalorensis,0,0,0
Encarsia,barracas,0,0,0
Encarsia,basicincta,1,1,2
Encarsia,bella,1,2,3
Encarsia,bellottii,1,1,2
Encarsia,bennetti,1,1,1
Encarsia,berlesei,2,3,16
Encarsia,bicolor,1,1,3
Encarsia,bifasciata,1,1,1
Encarsia,bimaculata,1,1,4
Encarsia,bolangera,0,0,0
Encarsia,borkusiensis,0,0,0
Encarsia,boswelli,1,2,4
Encarsia,bothrocera,1,1,11
Encarsia,brachyura,0,0,0
Encarsia,brahmsi,0,0,0
Encarsia,brasiliensis,2,3,36
Encarsia,brevicalcar,0,0,0
Encarsia,brevivalvula,0,0,0
Encarsia,brevivena,1,1,2
Encarsia,brimblecombei,1,1,13
Encarsia,brittanica,0,0,0
Encarsia,brunnea,1,1,1
Encarsia,bunyae,1,1,1
Encarsia,caelata,0,0,0
Encarsia,caelibaris,0,0,0
Encarsia,californica,1,1,7
Encarsia,capensis,0,0,0
Encarsia,cappa,0,0,0
Encarsia,cassida,0,0,0
Encarsia,catemaco,1,1,1
Encarsia,catherineae,1,1,1
Encarsia,caudata,0,0,0
Encarsia,cerataphivora,1,1,1
Encarsia,chaetogastra,1,1,1
Encarsia,chaoi,0,0,0
Encarsia,chauliodoa,0,0,0
Encarsia,chichenitza,0,0,0
Encarsia,cibcensis,1,1,8
Encarsia,ciliata,1,1,1
Encarsia,circumsculpturata,1,1,1
Encarsia,citrella,2,3,13
Encarsia,citri,1,1,3
Encarsia,citricola,1,1,1
Encarsia,citrina,2,8,162
Encarsia,citrofila,1,1,1
Encarsia,clara,1,1,1
Encarsia,clariscutellum,1,1,2
Encarsia,clavata,0,0,0
Encarsia,clavulata,0,0,0
Encarsia,clypealis,1,2,8
Encarsia,coimbatorensis,0,0,0
Encarsia,colima,1,1,1
Encarsia,collecta,1,1,1
Encarsia,confusa,1,1,1
Encarsia,coquilletti,1,1,5
Encarsia,coryli,1,1,1
Encarsia,costaricensis,1,1,2
Encarsia,craspedia,0,0,0
Encarsia,cubensis,2,2,7
Encarsia,curtifuniculata,0,0,0
