"family","genus","species","nbr_country","lat_min","lon_min","lat_max","lon_max","lat_mean","lon_mean","lat_median","lon_median","host_order","host_fam","host_spp","mode","eco"
"Pteromalidae","Pteromalus","crassinervis",6,41.32373,4.66696,64.6863136,97.7453061,53.06340655,33.6492493469,51.4393621,14.9979064,3,4,6,"sex","par"
"Pteromalidae","Pteromalus","crassus",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","cryptocephali",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","cubocephalus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","cupreus",3,45.9852129,1.8883335,51.0834196,24.6859225,47.8906621667,12.3325676333,46.603354,10.4234469,2,2,3,"sex","par"
"Pteromalidae","Pteromalus","curculionoides",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","cyanescens",1,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","cyclostomus",1,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","cylindraceus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","cyniphidis",18,42.6384261,-149.6809089,64.574131,71.4388595155,52.2258313972,6.19917829165,50.86207735,12.1006536446,2,3,13,"sex","par"
"Pteromalidae","Pteromalus","dahlbomi",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","dalmanni",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","damo",1,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","decipiens",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","defossus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","delvarei",1,31.1728192,-7.3366042,31.1728192,-7.3366042,31.1728192,-7.3366042,31.1728192,-7.3366042,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","dendrolimi",1,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,1,1,2,"sex","par"
"Pteromalidae","Pteromalus","depressus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","devorator",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","diadema",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","diatatus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","difficilis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","dimiduis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","diminuator",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","dirutor",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","discors",1,46.603354,1.8883335,46.603354,1.8883335,46.603354,1.8883335,46.603354,1.8883335,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","discrepans",1,46.7985624,8.2319736,46.7985624,8.2319736,46.7985624,8.2319736,46.7985624,8.2319736,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","dispar",17,30.3308401,-4.1140517,59.6749712,71.4388595155,49.4688237382,19.8492159094,50.6407351,15.4749544,3,7,11,"sex","par"
"Pteromalidae","Pteromalus","distinguendus",1,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","divitissimus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","dolichurus",13,40.0028028,-4.1140517,64.574131,24.6859225,50.7462704692,10.1122558257,49.8167003,11.5270102892,3,5,32,"sex","par"
"Pteromalidae","Pteromalus","doryssus",1,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","doumeti",1,33.8439408,9.400138,33.8439408,9.400138,33.8439408,9.400138,33.8439408,9.400138,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","driopides",1,-12.2852509,-41.9294775,-12.2852509,-41.9294775,-12.2852509,-41.9294775,-12.2852509,-41.9294775,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","ecarinatus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","egregius",4,39.7837304,-107.991707,61.0666922,19.5060937,49.778900175,-44.6270122,49.13258905,-45.01121775,2,3,4,"sex","par"
"Pteromalidae","Pteromalus","elatus",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","elevatus",29,21.2160437,-157.9752029,59.9393657,74.724091,46.4193652948,7.98808155103,47.1817585,19.291739,3,4,18,"sex","par"
"Pteromalidae","Pteromalus","ellisorum",1,28.5306525,-15.7464438,28.5306525,-15.7464438,28.5306525,-15.7464438,28.5306525,-15.7464438,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","elongatus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","elpinice",1,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","eminens",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","epicles",1,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","epimelas",2,52.2928116,-3.7389299,52.7954791,-0.540240236617,52.54414535,-2.13958506831,52.54414535,-2.13958506831,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","esuriens",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","eudecipiens",5,46.7985624,-0.540240236617,59.6749712,15.4749544,52.26474042,8.644430709,52.2379891,8.2319736,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","eurymi",5,34.395342,-118.7559973,39.4225192,-86.282008,36.91309038,-105.41956522,36.7014631,-111.7143583,1,1,2,"sex","par"
"Pteromalidae","Pteromalus","euryops",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","euthymus",1,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,27.7567667,-81.4639834,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","euurae",3,46.7985624,8.2319736,51.0834196,13.199959,48.3606719333,10.6184598333,47.2000338,10.4234469,1,1,2,"sex","par"
"Pteromalidae","Pteromalus","exanimis",1,38.7251776,-105.6077166,38.7251776,-105.6077166,38.7251776,-105.6077166,38.7251776,-105.6077166,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","exiguus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","exoletus",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","exsertus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","extensus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fabia",1,-25.2303004,121.0187246,-25.2303004,121.0187246,-25.2303004,121.0187246,-25.2303004,121.0187246,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","facilis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fagi",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fasciatus",10,40.0028028,-4.0031039,63.2467777,25.9209164,49.53130033,13.2874554,46.99016045,13.5975777,4,5,14,"sex","par"
"Pteromalidae","Pteromalus","faunigena",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","felginas",1,46.7985624,8.2319736,46.7985624,8.2319736,46.7985624,8.2319736,46.7985624,8.2319736,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fenomenalis",1,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","ferox",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fervidus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","festivus",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","flavicornis",2,-31.8759834,144.4588889,-21.9182855,147.2869493,-26.89713445,145.8729191,-26.89713445,145.8729191,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","flavipalpis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","flaviscapus",1,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","flaviventris",1,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","floricola",1,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","foersteri",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","franciscanus",1,36.7014631,-118.7559973,36.7014631,-118.7559973,36.7014631,-118.7559973,36.7014631,-118.7559973,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fugax",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","furtivus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fuscipennis",3,46.603354,-0.540240236617,59.6749712,14.5208584,53.0246014333,5.28965055446,52.7954791,1.8883335,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fuscipes",4,40.0757384,-74.4041621,54,-71.6553991,44.5728127,-73.01153555,42.1077562,-72.9932905,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","fuscitarsis",1,21.2160437,-157.9752029,21.2160437,-157.9752029,21.2160437,-157.9752029,21.2160437,-157.9752029,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","fuscopalpus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","galatellae",1,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","gallicolus",1,55,-124.9999999,55,-124.9999999,55,-124.9999999,55,-124.9999999,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","garibaldius",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","genuinus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","germanicus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","glabriculus",2,47.1817585,14.5208584,59.6749712,19.5060937,53.42836485,17.01347605,53.42836485,17.01347605,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","gnavis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","gracillimus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","gratiosus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","grisselli",5,38.8949549,-136.2463447,63.3760534,-77.0366455,48.65820796,-104.587431,47.3752671,-109.6387578,1,1,2,"sex","par"
"Pteromalidae","Pteromalus","gryneus",1,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","guttula",2,47.1817585,10.4234469,51.0834196,19.5060937,49.13258905,14.9647703,49.13258905,14.9647703,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","habilis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hedymeles",1,52.7954791,-0.540240236617,52.7954791,-0.540240236617,52.7954791,-0.540240236617,52.7954791,-0.540240236617,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","helenomus",2,52.7954791,-0.540240236617,59.6749712,14.5208584,56.23522515,6.99030908169,56.23522515,6.99030908169,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hemileucae",2,19.4326009,-105.9930069,34.5708167,-99.1333415,27.0017088,-102.5631742,27.0017088,-102.5631742,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","herbaceus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hercyniae",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hesus",1,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hieracii",11,40.0028028,-4.0031039,59.6749712,31.2718321,49.7358761,9.63484671318,49.8167003,10.3333283,1,1,14,"sex","par"
"Pteromalidae","Pteromalus","hirtipes",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","holmgrenii",1,59.6749712,14.5208584,59.6749712,14.5208584,59.6749712,14.5208584,59.6749712,14.5208584,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","honestus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hyalopterus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hypocyaneus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","hyponomeutae",1,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,42.6384261,12.674297,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","ignobilis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","illustratus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","immundus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","impeditus",1,54.7023545,-3.2765752,54.7023545,-3.2765752,54.7023545,-3.2765752,54.7023545,-3.2765752,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","impressifrons",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","inanis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","incertus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","inclytus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","inconspicuus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","indagans",1,15.9500319,37.9999668,15.9500319,37.9999668,15.9500319,37.9999668,15.9500319,37.9999668,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","inermis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","infelix",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","infestus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","infinitus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","inquilinus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","insignis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","integer",1,32.75175465,-16.9817465613,32.75175465,-16.9817465613,32.75175465,-16.9817465613,32.75175465,-16.9817465613,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","intermedius",13,5.89168285,-75.9300731239,59.6749712,71.4388595155,42.5166555269,10.1217893135,45.9852129,10.4234469,3,3,5,"sex","par"
"Pteromalidae","Pteromalus","ipsea",1,-15.991955,-5.6999093,-15.991955,-5.6999093,-15.991955,-5.6999093,-15.991955,-5.6999093,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","isarchus",5,40.0028028,-4.0031039,59.6749712,19.4528646,49.56355186,6.26374247268,48.7411522,1.8883335,1,2,4,"sex","par"
"Pteromalidae","Pteromalus","ivondroi",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","janssoni",3,52.7954791,-4.1140517,59.6749712,14.5208584,56.4188538333,3.28885548779,56.7861112,-0.540240236617,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","janstai",1,46.7985624,8.2319736,46.7985624,8.2319736,46.7985624,8.2319736,46.7985624,8.2319736,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","jejunus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","keralensis",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","kuwayamae",1,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,2,2,3,"sex","par"
"Pteromalidae","Pteromalus","lactucae",1,47.1817585,19.5060937,47.1817585,19.5060937,47.1817585,19.5060937,47.1817585,19.5060937,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","laetus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","laevis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","laricinellae",2,51.0834196,-0.540240236617,52.7954791,10.4234469,51.93944935,4.94160333169,51.93944935,4.94160333169,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","larymna",1,52.7954791,-0.540240236617,52.7954791,-0.540240236617,52.7954791,-0.540240236617,52.7954791,-0.540240236617,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","larzacensis",2,46.603354,1.8883335,59.6749712,14.5208584,53.1391626,8.20459595,53.1391626,8.20459595,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","latipennatus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","latreillei",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","lazulinus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","lepidotus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","leptogaster",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","leptostictus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","leucanthemi",2,52.7954791,-0.540240236617,59.6749712,14.5208584,56.23522515,6.99030908169,56.23522515,6.99030908169,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","limbatus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","lineolatus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","lividus",1,38.7251776,-105.6077166,38.7251776,-105.6077166,38.7251776,-105.6077166,38.7251776,-105.6077166,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","lixi",3,31.1728192,-7.3366042,40.0028028,14.155048,36.254472,0.938446633333,37.587794,-4.0031039,1,2,7,"sex","par"
"Pteromalidae","Pteromalus","longicornis",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","lugens",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","lutulentus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","luzonensis",1,12.7503486,122.7312101,12.7503486,122.7312101,12.7503486,122.7312101,12.7503486,122.7312101,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","macrocerus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","macronychivorus",1,46.603354,1.8883335,46.603354,1.8883335,46.603354,1.8883335,46.603354,1.8883335,3,3,3,"sex","par"
"Pteromalidae","Pteromalus","maculiscapus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","mandibulatus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","marellii",1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,1,1,1,"sex","par"
"Pteromalidae","Pteromalus","mariae",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","matsuyadorii",1,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,1,1,2,"sex","par"
"Pteromalidae","Pteromalus","maurus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","mediocris",1,52.7954791,-0.540240236617,52.7954791,-0.540240236617,52.7954791,-0.540240236617,52.7954791,-0.540240236617,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","megareus",1,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","melancholicus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,0,0,0,"sex","par"
"Pteromalidae","Pteromalus","melanicrus",1,54,-71.9999999,54,-71.9999999,54,-71.9999999,54,-71.9999999,0,0,0,"sex","par"
